# 3D Evrard collapse
# Equivalent 1D problem with 1000 cell co-moving grid
# t = 0.82
# radius	density	radial velocity	pressure
5.54868e-05	5477.05	-6.98026e-05	290.175
0.000166474	5444.49	4.56862e-05	288.397
0.000277457	5271.32	-7.9229e-05	285.51
0.000388459	4801.07	1.24427e-06	281.418
0.000499468	3865.74	-6.47345e-05	277.1
0.000610499	2747.89	-3.14853e-05	273.408
0.000721547	2088.94	1.89085e-05	270.651
0.000832606	1732.77	4.55944e-05	268.509
0.000943672	1518.55	5.67475e-05	266.725
0.00105474	1376.24	6.01085e-05	265.164
0.00116583	1274.62	5.92098e-05	263.751
0.00127692	1196.67	5.63575e-05	262.44
0.00138803	1132.51	5.2637e-05	261.202
0.00149915	1076.82	4.87541e-05	260.023
0.0016103	1026.92	4.51221e-05	258.891
0.00172146	981.558	4.19492e-05	257.799
0.00183265	940.26	3.93156e-05	256.744
0.00194387	902.973	3.72054e-05	255.721
0.00205512	869.749	3.55204e-05	254.725
0.0021664	840.453	3.41315e-05	253.753
0.00227772	814.669	3.29286e-05	252.801
0.00238907	791.785	3.18406e-05	251.866
0.00250046	771.128	3.08343e-05	250.944
0.0026119	752.065	2.99117e-05	250.035
0.00272338	734.098	2.91048e-05	249.136
0.0028349	716.941	2.8454e-05	248.248
0.00294647	700.513	2.79819e-05	247.368
0.0030581	684.849	2.76869e-05	246.498
0.00316978	669.99	2.75472e-05	245.637
0.00328151	655.934	2.75511e-05	244.783
0.0033933	642.635	2.7673e-05	243.938
0.00350515	630.03	2.79102e-05	243.099
0.00361706	618.086	2.82607e-05	242.267
0.00372903	606.805	2.87161e-05	241.441
0.00384107	596.2	2.92548e-05	240.621
0.00395318	586.234	2.98478e-05	239.806
0.00406535	576.791	3.04758e-05	238.996
0.0041776	567.71	3.11412e-05	238.191
0.00428992	558.865	3.18634e-05	237.389
0.00440232	550.217	3.26613e-05	236.592
0.00451479	541.806	3.35406e-05	235.799
0.00462734	533.691	3.44917e-05	235.011
0.00473998	525.897	3.54976e-05	234.226
0.0048527	518.395	3.65454e-05	233.446
0.0049655	511.117	3.76349e-05	232.669
0.00507839	504.009	3.8778e-05	231.896
0.00519137	497.068	3.99874e-05	231.126
0.00530444	490.348	4.12634e-05	230.36
0.0054176	483.91	4.25927e-05	229.598
0.00553086	477.771	4.39577e-05	228.839
0.00564421	471.9	4.53486e-05	228.084
0.00575766	466.245	4.67657e-05	227.331
0.00587122	460.769	4.82126e-05	226.58
0.00598487	455.458	4.96899e-05	225.833
0.00609863	450.308	5.1194e-05	225.088
0.0062125	445.302	5.27208e-05	224.345
0.00632647	440.413	5.42694e-05	223.605
0.00644055	435.612	5.5843e-05	222.867
0.00655475	430.881	5.74467e-05	222.132
0.00666906	426.222	5.90838e-05	221.399
0.00678348	421.642	6.07536e-05	220.668
