# 3D Evrard collapse
# Equivalent 1D problem with 1000 cell co-moving grid
# t = 0.47
# radius	density	radial velocity	pressure
5.25988e-05	4727.8	-5.11443e-05	226.115
0.000157808	4548.34	6.44722e-05	224.958
0.00026301	3551.85	2.70126e-05	223.422
0.000368218	2357.59	4.60896e-05	221.948
0.00047343	1858.91	6.84744e-05	220.806
0.000578648	1602.39	7.88611e-05	219.838
0.000683872	1427.93	8.71295e-05	218.964
0.000789106	1299.63	9.55214e-05	218.153
0.00089435	1203.63	0.000104027	217.383
0.000999609	1129.73	0.000112518	216.642
0.00110488	1070.04	0.000121035	215.92
0.00121018	1019.18	0.000129709	215.211
0.00131549	974.027	0.000138663	214.513
0.00142083	932.911	0.000147969	213.824
0.00152619	895.004	0.000157663	213.144
0.00163158	859.959	0.00016775	212.472
0.001737	827.722	0.000178211	211.81
0.00184245	798.399	0.000188994	211.156
0.00194793	772.073	0.000200012	210.51
0.00205345	748.637	0.000211175	209.87
0.002159	727.779	0.000222413	209.236
0.00226459	709.068	0.000233683	208.607
0.00237023	692.033	0.000244961	207.981
0.0024759	676.229	0.000256251	207.358
0.00258162	661.289	0.000267573	206.738
0.00268739	646.98	0.000278955	206.121
0.0027932	633.214	0.000290424	205.506
0.00289906	620.001	0.000301987	204.895
0.00300497	607.385	0.000313642	204.286
0.00311094	595.39	0.000325378	203.68
0.00321696	584.002	0.000337185	203.076
0.00332304	573.18	0.000349057	202.476
0.00342917	562.882	0.000360994	201.878
0.00353537	553.083	0.000372995	201.282
0.00364162	543.784	0.00038506	200.688
0.00374794	534.999	0.000397178	200.097
0.00385433	526.715	0.000409331	199.508
0.00396078	518.861	0.000421504	198.92
0.0040673	511.315	0.000433695	198.334
0.00417388	503.959	0.000445918	197.749
0.00428055	496.736	0.000458192	197.166
0.00438728	489.663	0.000470526	196.585
0.00449409	482.793	0.000482922	196.005
0.00460098	476.168	0.000495371	195.427
0.00470794	469.798	0.000507863	194.851
0.00481498	463.653	0.000520389	194.277
0.00492211	457.675	0.00053295	193.704
0.00502932	451.817	0.000545556	193.133
0.00513662	446.071	0.00055822	192.563
0.005244	440.479	0.000570948	191.996
0.00535147	435.108	0.00058373	191.43
0.00545903	429.99	0.000596551	190.865
0.00556668	425.104	0.0006094	190.302
0.00567442	420.394	0.000622277	189.741
0.00578226	415.814	0.000635188	189.18
0.0058902	411.351	0.000648137	188.621
0.00599824	407.009	0.000661125	188.063
0.00610637	402.79	0.000674147	187.506
0.00621461	398.68	0.000687202	186.95
0.00632295	394.655	0.000700287	186.395
0.00643139	390.691	0.000713408	185.841
0.00653994	386.771	0.00072657	185.289
0.0066486	382.898	0.000739776	184.738
0.00675737	379.083	0.000753027	184.187
0.00686625	375.338	0.000766321	183.639
0.00697525	371.662	0.000779657	183.091
0.00708436	368.046	0.000793033	182.545
0.00719358	364.48	0.000806452	182.0
0.00730292	360.959	0.000819919	181.456
0.00741239	357.5	0.00083344	180.913
0.00752197	354.132	0.000847015	180.372
0.00763168	350.891	0.000860638	179.833
0.00774151	347.794	0.000874299	179.294
0.00785147	344.828	0.000887987	178.756
0.00796156	341.953	0.0009017	178.22
0.00807178	339.119	0.00091544	177.684
0.00818213	336.291	0.000929216	177.149
0.00829261	333.462	0.000943042	176.615
0.00840323	330.663	0.00095692	176.082
0.00851398	327.936	0.000970846	175.55
0.00862488	325.299	0.000984811	175.019
0.00873591	322.744	0.000998808	174.489
0.00884708	320.241	0.00101283	173.959
0.0089584	317.757	0.00102689	173.431
0.00906986	315.27	0.00104098	172.903
0.00918147	312.736	0.00105513	172.376
0.00929323	310.198	0.00106934	171.851
0.00940514	307.736	0.00108361	171.326
0.0095172	305.361	0.00109791	170.802
0.00962941	303.067	0.00111226	170.279
0.00974178	300.838	0.00112665	169.758
0.00985431	298.659	0.00114107	169.236
0.00996699	296.514	0.00115553	168.716
0.0100798	294.388	0.00117003	168.196
0.0101928	292.268	0.00118456	167.677
0.010306	290.145	0.00119914	167.159
0.0104194	287.994	0.00121377	166.642
0.0105329	285.851	0.00122847	166.126
0.0106465	283.759	0.00124322	165.61
0.0107604	281.724	0.00125801	165.096
0.0108744	279.739	0.00127284	164.582
0.0109886	277.792	0.00128772	164.069
0.011103	275.878	0.00130265	163.557
0.0112175	274.003	0.00131762	163.046
0.0113322	272.173	0.00133264	162.535
0.0114472	270.384	0.00134771	162.025
0.0115622	268.624	0.00136281	161.516
0.0116775	266.874	0.00137796	161.008
0.011793	265.126	0.00139314	160.5
0.0119087	263.362	0.00140837	159.992
0.0120245	261.559	0.00142366	159.486
0.0121405	259.766	0.00143902	158.98
0.0122568	258.015	0.00145444	158.475
0.0123732	256.315	0.0014699	157.971
0.0124898	254.667	0.00148542	157.468
0.0126067	253.064	0.00150098	156.965
0.0127237	251.495	0.00151658	156.463
0.0128409	249.948	0.00153223	155.962
0.0129584	248.413	0.00154793	155.461
0.013076	246.886	0.00156368	154.961
0.0131939	245.369	0.00157949	154.461
0.013312	243.859	0.00159534	153.962
0.0134302	242.356	0.00161125	153.463
0.0135487	240.858	0.0016272	152.965
0.0136675	239.361	0.00164321	152.468
0.0137864	237.864	0.00165928	151.972
0.0139056	236.367	0.00167541	151.476
0.0140249	234.88	0.00169159	150.981
0.0141446	233.41	0.00170784	150.486
0.0142644	231.967	0.00172415	149.993
0.0143844	230.555	0.00174051	149.5
0.0145047	229.175	0.00175693	149.007
0.0146253	227.824	0.00177341	148.516
0.014746	226.499	0.00178994	148.025
0.014867	225.199	0.00180652	147.534
0.0149883	223.918	0.00182316	147.044
0.0151097	222.648	0.00183985	146.554
0.0152315	221.383	0.0018566	146.065
0.0153534	220.117	0.0018734	145.576
0.0154756	218.839	0.00189026	145.088
0.0155981	217.546	0.00190719	144.6
0.0157208	216.27	0.00192419	144.113
0.0158438	215.018	0.00194125	143.627
0.015967	213.789	0.00195837	143.141
0.0160905	212.579	0.00197556	142.656
0.0162142	211.383	0.0019928	142.171
0.0163382	210.201	0.0020101	141.687
0.0164625	209.03	0.00202747	141.203
0.016587	207.866	0.00204489	140.72
0.0167118	206.704	0.00206238	140.237
0.0168369	205.545	0.00207993	139.755
0.0169622	204.389	0.00209756	139.273
0.0170878	203.242	0.00211525	138.792
0.0172137	202.108	0.00213301	138.312
0.0173399	200.99	0.00215083	137.831
0.0174664	199.884	0.00216872	137.352
0.0175931	198.787	0.00218668	136.873
0.0177201	197.696	0.0022047	136.394
0.0178474	196.609	0.0022228	135.916
0.017975	195.53	0.00224096	135.438
0.0181029	194.463	0.0022592	134.961
0.0182311	193.409	0.00227751	134.484
0.0183595	192.369	0.00229588	134.008
0.0184883	191.336	0.00231432	133.532
0.0186174	190.306	0.00233283	133.057
0.0187468	189.278	0.00235142	132.582
0.0188764	188.254	0.00237009	132.108
0.0190064	187.241	0.00238883	131.634
0.0191367	186.244	0.00240764	131.16
