# 3D Evrard collapse
# Equivalent 1D problem with 1000 cell co-moving grid
# t = 0.52
# radius	density	radial velocity	pressure
5.35709e-05	4664.56	-5.97289e-05	221.209
0.000160725	4541.44	4.11088e-05	220.029
0.000267873	3756.25	-1.18927e-05	218.371
0.000375026	2528.41	-1.3401e-05	216.695
0.000482186	1904.61	4.53294e-06	215.389
0.000589352	1612.49	4.71661e-06	214.325
0.000696524	1426.34	4.38039e-07	213.389
0.000803704	1292.33	-4.91046e-06	212.532
0.000910895	1193.05	-1.05684e-05	211.728
0.0010181	1117.36	-1.64333e-05	210.96
0.00112532	1056.77	-2.2381e-05	210.216
0.00123256	1005.52	-2.82262e-05	209.489
0.00133981	960.24	-3.3802e-05	208.775
0.00144709	919.131	-3.90182e-05	208.073
0.0015544	881.3	-4.38328e-05	207.382
0.00166173	846.37	-4.82378e-05	206.701
0.00176909	814.268	-5.22523e-05	206.031
0.00187649	785.093	-5.59329e-05	205.37
0.00198391	758.921	-5.93691e-05	204.717
0.00209137	735.652	-6.26599e-05	204.073
0.00219887	714.967	-6.58815e-05	203.434
0.00230641	696.424	-6.90812e-05	202.801
0.00241399	679.545	-7.22813e-05	202.171
0.00252161	663.882	-7.54808e-05	201.545
0.00262928	649.071	-7.86581e-05	200.923
0.00273699	634.886	-8.17828e-05	200.303
0.00284475	621.244	-8.48315e-05	199.687
0.00295257	608.164	-8.77959e-05	199.074
0.00306043	595.686	-9.06821e-05	198.464
0.00316835	583.83	-9.35018e-05	197.857
0.00327632	572.578	-9.6266e-05	197.253
0.00338435	561.888	-9.89809e-05	196.652
0.00349245	551.719	-0.000101648	196.054
0.0036006	542.05	-0.000104266	195.458
0.00370882	532.886	-0.00010684	194.865
0.0038171	524.238	-0.000109381	194.274
0.00392544	516.085	-0.000111911	193.685
0.00403386	508.34	-0.000114443	193.098
0.00414235	500.878	-0.000116976	192.513
0.00425091	493.592	-0.000119495	191.929
0.00435954	486.44	-0.000121981	191.348
0.00446825	479.452	-0.000124425	190.768
0.00457703	472.678	-0.000126832	190.19
0.0046859	466.156	-0.00012921	189.614
0.00479484	459.885	-0.000131572	189.039
0.00490387	453.822	-0.000133923	188.467
0.00501298	447.912	-0.000136261	187.896
0.00512218	442.116	-0.000138573	187.327
0.00523147	436.442	-0.000140849	186.76
0.00534084	430.947	-0.000143087	186.195
0.00545031	425.687	-0.0001453	185.631
0.00555987	420.675	-0.000147504	185.07
0.00566953	415.877	-0.000149708	184.509
0.00577928	411.238	-0.000151908	183.95
0.00588913	406.724	-0.000154099	183.392
0.00599908	402.329	-0.000156278	182.836
0.00610913	398.059	-0.000158447	182.281
0.00621929	393.907	-0.000160611	181.727
0.00632955	389.855	-0.000162773	181.174
0.00643992	385.879	-0.00016493	180.622
0.00655039	381.955	-0.000167078	180.072
0.00666098	378.077	-0.000169213	179.522
0.00677168	374.251	-0.000171332	178.974
0.0068825	370.489	-0.000173436	178.428
0.00699343	366.797	-0.000175528	177.882
0.00710447	363.171	-0.000177611	177.338
0.00721564	359.599	-0.000179682	176.796
0.00732693	356.072	-0.000181738	176.254
0.00743834	352.597	-0.000183773	175.714
0.00754987	349.199	-0.000185786	175.176
0.00766154	345.914	-0.000187778	174.639
0.00777333	342.767	-0.000189761	174.103
0.00788524	339.759	-0.000191744	173.568
0.0079973	336.861	-0.000193736	173.034
0.00810948	334.025	-0.000195736	172.502
0.0082218	331.208	-0.000197737	171.97
0.00833426	328.393	-0.000199728	171.439
0.00844685	325.595	-0.000201701	170.909
0.00855959	322.854	-0.000203658	170.38
0.00867246	320.197	-0.000205608	169.852
