# 3D Evrard collapse
# Equivalent 1D problem with 1000 cell co-moving grid
# t = 0.22
# radius	density	radial velocity	pressure
5.35138e-05	3453.87	-0.000109197	133.688
0.000160552	2536.11	-0.000137727	133.201
0.000267584	1730.81	-0.000317788	132.772
0.000374622	1432.8	-0.000459861	132.332
0.000481673	1253.21	-0.000606879	131.911
0.000588743	1119.23	-0.000751558	131.499
0.000695836	1015.81	-0.000895309	131.098
0.00080296	936.292	-0.00103946	130.705
0.000910118	874.915	-0.00118474	130.32
0.00101731	826.301	-0.00133146	129.938
0.00112456	786.084	-0.00147969	129.558
0.00123185	751.249	-0.00162933	129.18
0.00133919	719.988	-0.00178025	128.802
0.00144659	691.321	-0.00193233	128.425
0.00155406	664.749	-0.00208548	128.049
0.00166159	640.035	-0.00223961	127.676
0.0017692	617.122	-0.00239466	127.304
0.00187688	596.067	-0.00255058	126.935
0.00198464	576.95	-0.00270738	126.568
0.00209249	559.771	-0.00286508	126.203
0.00220042	544.397	-0.00302371	125.84
0.00230845	530.588	-0.00318328	125.477
0.00241658	518.061	-0.00334383	125.116
0.0025248	506.527	-0.00350535	124.754
0.00263314	495.722	-0.00366785	124.393
0.00274158	485.435	-0.00383134	124.032
0.00285013	475.529	-0.00399581	123.672
0.00295879	465.961	-0.00416127	123.311
0.00306758	456.747	-0.00432773	122.951
0.00317649	447.921	-0.00449522	122.592
0.00328552	439.502	-0.00466378	122.233
0.00339468	431.486	-0.00483344	121.875
0.00350398	423.849	-0.00500423	121.517
0.0036134	416.562	-0.00517616	121.159
0.00372297	409.602	-0.00534927	120.802
0.00383267	402.961	-0.00552356	120.445
0.00394252	396.643	-0.00569904	120.089
0.00405252	390.654	-0.00587574	119.733
0.00416266	384.985	-0.00605367	119.377
0.00427295	379.583	-0.00623284	119.021
0.00438339	374.358	-0.00641326	118.666
0.00449399	369.228	-0.00659489	118.31
0.00460474	364.164	-0.00677772	117.955
0.00471565	359.194	-0.00696171	117.6
0.00482672	354.361	-0.00714686	117.245
