# 3D Evrard collapse
# Equivalent 1D problem with 1000 cell co-moving grid
# t = 0.03
# radius	density	radial velocity	pressure
0.000125752	84.1543	3.59056e-05	0.254598
0.000377958	62.5458	0.000217254	0.252748
0.000631975	45.9036	0.00020736	0.251057
0.000889208	38.2703	0.000182279	0.249302
0.00115093	33.8534	0.000114237	0.247544
0.00141833	30.5929	5.85473e-06	0.245748
0.00169247	27.8896	-0.000145899	0.243934
0.00197428	25.5779	-0.000334758	0.242148
0.00226454	23.609	-0.000552404	0.240438
0.00256387	21.9581	-0.000789851	0.238829
0.00287273	20.5938	-0.00103717	0.237329
0.0031914	19.4688	-0.001283	0.235936
0.00352003	18.5257	-0.001516	0.234656
0.00385858	17.7088	-0.0017243	0.233488
0.00420686	16.974	-0.00189632	0.232416
0.00456456	16.2933	-0.00202672	0.231408
0.00493127	15.6502	-0.00212466	0.230403
0.00530648	15.0389	-0.00219187	0.22936
0.00568962	14.4569	-0.00223735	0.228239
0.00608007	13.9042	-0.00227016	0.227015
0.00647714	13.3828	-0.00229879	0.225678
0.00688013	12.8983	-0.00233079	0.224238
0.00728825	12.4587	-0.00236857	0.222729
0.00770073	12.0676	-0.00239918	0.221227
0.00811672	11.7173	-0.002414	0.219784
0.00853536	11.402	-0.00241128	0.218434
0.0089558	11.1158	-0.00237909	0.217225
0.00937721	10.8524	-0.00230732	0.216189
0.00979884	10.6065	-0.00219005	0.215332
0.01022	10.3737	-0.00202639	0.214642
0.0106401	10.1534	-0.00181952	0.214096
0.0110586	9.94668	-0.00157431	0.213664
0.0114753	9.75399	-0.00129545	0.213326
0.0118899	9.57403	-0.000986508	0.213065
0.0123022	9.40657	-0.000649928	0.212872
0.0127123	9.24982	-0.000287959	0.212739
0.01312	9.10253	9.75922e-05	0.212654
0.0135256	8.96435	0.000508565	0.212611
0.013929	8.83516	0.000947502	0.212608
0.0143306	8.71483	0.00142313	0.212658
0.0147305	8.60355	0.00194202	0.212773
0.0151287	8.50104	0.00250485	0.212961
0.0155255	8.40426	0.00311198	0.213233
0.015921	8.3107	0.00376308	0.213601
0.0163153	8.22007	0.0044572	0.214069
0.0167086	8.13374	0.00519326	0.21464
0.0171008	8.0529	0.00597057	0.21531
0.0174923	7.97766	0.00678901	0.216072
0.0178829	7.90749	0.00764896	0.216917
0.0182729	7.8417	0.008551	0.217836
0.0186624	7.77925	0.00949554	0.218822
0.0190515	7.71909	0.0104825	0.219869
0.0194403	7.66053	0.011511	0.220975
0.0198291	7.60394	0.0125794	0.222138
0.0202179	7.55101	0.0136855	0.223361
0.0206068	7.50348	0.0148266	0.224647
0.020996	7.46131	0.0159992	0.225999
0.0213857	7.4223	0.0171998	0.227419
0.0217759	7.38435	0.0184241	0.228905
0.0221667	7.34794	0.0196677	0.230454
0.0225581	7.3141	0.0209251	0.232058
0.0229501	7.28228	0.0221899	0.233706
0.0233426	7.25166	0.023454	0.235377
0.0237355	7.22141	0.0247031	0.237039
0.0241287	7.19057	0.0259234	0.23866
0.0245219	7.15804	0.0270998	0.240204
0.0249149	7.12309	0.0282107	0.241627
0.0253075	7.08542	0.029228	0.242874
0.0256994	7.04454	0.0301168	0.243879
0.0260903	6.99955	0.0308321	0.244576
0.0264799	6.94931	0.0313386	0.244904
0.0268682	6.89388	0.0316408	0.244886
0.027255	6.83303	0.0317392	0.244461
0.0276399	6.76702	0.0315854	0.243644
0.028023	6.6946	0.0311241	0.242319
0.0284044	6.61571	0.0303149	0.240428
0.0287841	6.53114	0.0291569	0.237979
0.0291624	6.4419	0.0276857	0.235039
0.0295396	6.34892	0.0259702	0.231725
0.029916	6.2534	0.0241014	0.228191
0.0302917	6.15717	0.0221824	0.224596
0.0306669	6.06254	0.0203047	0.221081
0.0310417	5.97054	0.0184931	0.21768
0.0314165	5.88177	0.0167517	0.214395
0.0317915	5.79649	0.0150783	0.211218
0.032167	5.71468	0.0134689	0.20814
0.0325437	5.63599	0.011919	0.205149
0.0329218	5.55976	0.0104243	0.202239
0.0333021	5.48485	0.00898011	0.199401
0.033685	5.41035	0.00758121	0.196628
0.0340711	5.33594	0.00622189	0.193913
0.0344608	5.2623	0.00489618	0.191251
0.0348547	5.1903	0.00359831	0.188636
0.0352531	5.12047	0.00232309	0.186063
0.0356565	5.05286	0.0010662	0.183529
0.0360651	4.98694	-0.000175623	0.181032
0.0364791	4.92205	-0.00140438	0.178571
0.0368988	4.85792	-0.00262074	0.176148
0.0373241	4.79481	-0.00382408	0.173764
0.0377551	4.73285	-0.0050126	0.171419
0.0381919	4.67174	-0.00618373	0.169114
0.0386343	4.61095	-0.00733455	0.166849
0.0390821	4.55012	-0.00846241	0.164624
0.0395354	4.48969	-0.00956544	0.162438
0.0399939	4.43022	-0.0106429	0.160289
0.0404575	4.37221	-0.0116953	0.158175
0.0409261	4.31609	-0.0127245	0.156093
0.0413995	4.26151	-0.013733	0.154042
0.0418776	4.20778	-0.014724	0.15202
