# 3D Evrard collapse
# Equivalent 1D problem with 1000 cell co-moving grid
# t = 0.59
# radius	density	radial velocity	pressure
5.38887e-05	4855.64	-6.50871e-05	236.691
0.000161678	4776.25	3.0623e-05	235.385
0.000269463	4205.43	-4.99821e-05	233.439
0.000377257	3030.18	-4.42669e-05	231.273
0.00048506	2144.5	-2.30963e-05	229.531
0.000592868	1746.96	-2.09316e-05	228.181
0.000700681	1520.77	-2.8685e-05	227.041
0.000808501	1366.03	-3.95509e-05	226.023
0.00091633	1253.77	-5.14669e-05	225.086
0.00102417	1169.6	-6.39066e-05	224.202
0.00113202	1103.31	-7.65676e-05	223.356
0.00123989	1047.99	-8.91839e-05	222.535
0.00134778	999.537	-0.000101519	221.734
0.00145569	955.795	-0.000113451	220.951
0.00156363	915.677	-0.000124926	220.183
0.00167158	878.712	-0.000135932	219.428
0.00177957	844.791	-0.00014649	218.687
0.00188759	814.001	-0.000156663	217.959
0.00199564	786.418	-0.000166551	217.241
0.00210373	761.928	-0.000176264	216.534
0.00221185	740.196	-0.000185885	215.834
0.00232001	720.748	-0.000195471	215.141
0.00242821	703.06	-0.000205047	214.454
0.00253646	686.65	-0.000214612	213.771
0.00264474	671.13	-0.000224144	213.092
0.00275308	656.269	-0.000233611	212.417
0.00286146	641.989	-0.000242991	211.747
0.00296989	628.313	-0.000252279	211.08
0.00307838	615.283	-0.000261484	210.417
0.00318692	602.915	-0.000270619	209.759
0.00329551	591.184	-0.000279697	209.104
0.00340417	580.042	-0.000288724	208.452
0.00351288	569.45	-0.000297702	207.804
0.00362165	559.39	-0.000306631	207.159
0.00373049	549.874	-0.000315518	206.517
0.00383939	540.909	-0.000324381	205.878
0.00394836	532.451	-0.00033324	205.241
0.0040574	524.396	-0.000342108	204.606
0.00416651	516.608	-0.000350979	203.974
0.00427569	508.99	-0.000359834	203.343
0.00438495	501.523	-0.000368658	202.715
0.00449428	494.247	-0.000377445	202.089
0.00460369	487.216	-0.000386201	201.466
0.00471318	480.456	-0.000394941	200.844
0.00482275	473.948	-0.000403674	200.225
0.0049324	467.64	-0.000412403	199.608
0.00504214	461.473	-0.000421122	198.993
0.00515197	455.428	-0.000429817	198.38
0.00526188	449.538	-0.00043848	197.769
0.00537189	443.867	-0.000447118	197.16
0.00548199	438.456	-0.000455747	196.554
0.00559218	433.293	-0.000464382	195.949
0.00570247	428.329	-0.000473024	195.346
0.00581285	423.517	-0.000481669	194.744
0.00592334	418.836	-0.000490313	194.144
0.00603392	414.286	-0.000498956	193.545
0.00614461	409.866	-0.000507603	192.948
0.00625541	405.563	-0.000516256	192.352
0.00636631	401.351	-0.000524917	191.758
0.00647732	397.206	-0.000533582	191.165
0.00658843	393.112	-0.000542247	190.573
0.00669967	389.071	-0.000550907	189.983
0.00681101	385.094	-0.000559563	189.394
0.00692247	381.19	-0.000568218	188.807
0.00703405	377.357	-0.000576874	188.222
0.00714575	373.584	-0.000585531	187.638
0.00725756	369.86	-0.000594185	187.055
0.0073695	366.189	-0.000602833	186.474
0.00748157	362.592	-0.000611468	185.895
0.00759376	359.105	-0.000620095	185.317
0.00770608	355.76	-0.000628721	184.741
0.00781853	352.563	-0.000637359	184.166
0.00793111	349.491	-0.000646019	183.592
0.00804383	346.495	-0.0006547	183.019
0.00815668	343.528	-0.000663397	182.448
0.00826966	340.568	-0.0006721	181.877
0.00838279	337.627	-0.000680799	181.308
0.00849606	334.741	-0.000689496	180.74
0.00860947	331.938	-0.000698199	180.173
0.00872302	329.226	-0.000706918	179.607
0.00883672	326.582	-0.000715656	179.042
0.00895057	323.973	-0.000724413	178.479
0.00906457	321.372	-0.000733189	177.916
0.00917872	318.753	-0.000741977	177.354
0.00929302	316.105	-0.000750748	176.794
0.00940748	313.507	-0.000759515	176.234
